invoice_id,client_name,client_size,client_industry,invoice_amount,service_type,issue_date,issue_month,issue_quarter,issue_day_of_week,payment_terms_days,project_duration_weeks,invoices_ytd,prior_late_payments,prior_late_rate,has_purchase_order,contact_responsiveness,is_late,days_late,late_payment_probability,risk_flag,risk_tier
INV-00852,Cedar Solutions,small,technology,8280.09,process_automation,2024-03-25,3,1,Monday,60,9,14,8,0.57,0,2,1,12,0.6747,1,high
INV-01487,Horizon LLC,small,technology,1537.74,data_migration,2023-01-27,1,1,Friday,15,9,8,6,0.75,1,3,1,67,0.6747,1,high
INV-01025,Falcon Industries,mid-market,manufacturing,55392.23,data_migration,2023-05-26,5,2,Friday,30,15,4,0,0.0,0,1,1,76,0.6736,1,high
INV-01556,Cedar Solutions,small,technology,8167.75,training,2023-11-24,11,4,Friday,30,2,21,8,0.38,1,5,1,83,0.6736,1,high
INV-01758,Horizon LLC,small,technology,6702.09,analytics_consulting,2023-07-14,7,3,Friday,30,14,4,0,0.0,1,2,1,53,0.6732,1,high
INV-00542,Acme Corp,enterprise,manufacturing,34191.56,process_automation,2024-10-19,10,4,Saturday,15,15,13,7,0.54,1,5,1,88,0.673,1,high
INV-01997,Keystone Retail,enterprise,retail,197804.5,reporting_setup,2024-06-01,6,2,Saturday,15,7,6,0,0.0,0,2,1,58,0.6729,1,high
INV-00820,Lumen Analytics,mid-market,technology,18310.99,training,2023-05-27,5,2,Saturday,15,3,10,8,0.8,0,4,1,58,0.6723,1,high
INV-01369,Horizon LLC,small,technology,8038.63,analytics_consulting,2024-01-19,1,1,Friday,60,9,19,7,0.37,0,2,1,10,0.672,1,high
INV-00312,Echo Ventures,small,retail,6739.34,data_migration,2023-11-24,11,4,Friday,15,13,18,5,0.28,0,5,1,2,0.6717,1,high
INV-01471,Horizon LLC,small,technology,11475.16,analytics_consulting,2024-07-23,7,3,Tuesday,15,1,22,4,0.18,1,2,1,6,0.6715,1,high
INV-00122,Falcon Industries,mid-market,manufacturing,16682.29,analytics_consulting,2023-12-26,12,4,Tuesday,30,9,7,2,0.29,0,1,1,81,0.6714,1,high
INV-00485,Jade Consulting,small,professional_services,9550.87,training,2023-10-01,10,4,Sunday,30,8,22,0,0.0,1,4,1,78,0.6709,1,high
INV-01401,Jade Consulting,small,professional_services,14094.79,data_migration,2024-06-02,6,2,Sunday,30,13,11,7,0.64,0,3,1,26,0.6706,1,high
INV-01307,Horizon LLC,small,technology,7568.05,process_automation,2024-09-09,9,3,Monday,15,7,9,2,0.22,1,1,0,0,0.6697,1,high
INV-01983,Echo Ventures,small,retail,14709.34,analytics_consulting,2024-11-01,11,4,Friday,30,14,8,4,0.5,1,1,1,12,0.6695,1,high
INV-01988,Echo Ventures,small,retail,10442.28,reporting_setup,2024-04-29,4,2,Monday,15,2,21,3,0.14,1,1,1,14,0.6694,1,high
INV-00394,Delta Group,enterprise,healthcare,168016.43,reporting_setup,2024-06-12,6,2,Wednesday,45,12,16,7,0.44,0,1,1,18,0.6682,1,high
INV-01037,Falcon Industries,mid-market,manufacturing,40594.53,reporting_setup,2023-12-10,12,4,Sunday,45,10,20,0,0.0,1,1,1,20,0.6681,1,high
INV-00407,Jade Consulting,small,professional_services,13042.49,reporting_setup,2023-12-19,12,4,Tuesday,30,4,24,3,0.12,0,2,1,66,0.6679,1,high
INV-00147,Keystone Retail,enterprise,retail,164884.92,process_automation,2023-12-06,12,4,Wednesday,15,14,13,7,0.54,0,4,1,24,0.6678,1,high
INV-01398,Horizon LLC,small,technology,4111.97,process_automation,2023-03-11,3,1,Saturday,45,6,1,0,0.0,1,5,1,4,0.6678,1,high
INV-01193,Acme Corp,enterprise,manufacturing,95639.5,analytics_consulting,2024-05-24,5,2,Friday,45,12,9,5,0.56,1,1,1,61,0.6674,1,high
INV-01812,Echo Ventures,small,retail,9186.7,data_migration,2024-09-18,9,3,Wednesday,60,8,20,3,0.15,0,3,1,58,0.6674,1,high
INV-01244,Jade Consulting,small,professional_services,14160.55,training,2023-06-08,6,2,Thursday,45,13,15,1,0.07,0,1,1,47,0.6674,1,high
INV-01616,Ironclad Inc,mid-market,healthcare,16981.14,process_automation,2023-04-10,4,2,Monday,60,1,24,1,0.04,0,1,1,26,0.6673,1,high
INV-00252,Ironclad Inc,mid-market,healthcare,72580.18,data_migration,2024-11-26,11,4,Tuesday,30,14,2,1,0.5,0,2,0,0,0.6663,1,high
INV-00620,Falcon Industries,mid-market,manufacturing,53686.21,data_migration,2023-07-03,7,3,Monday,60,13,15,8,0.53,0,1,1,51,0.6656,1,high
INV-01052,Jade Consulting,small,professional_services,6189.17,process_automation,2024-09-22,9,3,Sunday,15,6,4,2,0.5,1,4,1,22,0.6653,1,high
INV-01344,Falcon Industries,mid-market,manufacturing,50251.76,process_automation,2023-08-02,8,3,Wednesday,60,16,21,0,0.0,0,1,1,45,0.665,1,high
INV-01664,Lumen Analytics,mid-market,technology,69196.73,data_migration,2023-04-13,4,2,Thursday,45,9,18,8,0.44,0,1,1,69,0.6649,1,high
INV-00988,Echo Ventures,small,retail,9112.75,process_automation,2024-09-03,9,3,Tuesday,30,11,19,2,0.11,0,2,1,54,0.6647,1,high
INV-00717,Delta Group,enterprise,healthcare,39813.39,training,2024-12-23,12,4,Monday,60,11,13,0,0.0,1,1,1,24,0.6647,1,high
INV-01673,Falcon Industries,mid-market,manufacturing,62077.75,training,2023-01-13,1,1,Friday,15,3,20,6,0.3,0,1,1,82,0.6644,1,high
INV-00461,Falcon Industries,mid-market,manufacturing,63700.07,reporting_setup,2024-01-16,1,1,Tuesday,60,11,20,3,0.15,0,2,1,71,0.6642,1,high
INV-00848,Delta Group,enterprise,healthcare,91002.3,data_migration,2023-10-08,10,4,Sunday,15,8,13,1,0.08,1,1,1,40,0.6627,1,high
INV-01788,Cedar Solutions,small,technology,10069.0,analytics_consulting,2023-05-26,5,2,Friday,15,10,9,2,0.22,1,5,1,86,0.6626,1,high
INV-01535,Acme Corp,enterprise,manufacturing,159594.8,training,2023-06-14,6,2,Wednesday,15,9,1,1,1.0,0,5,1,25,0.6617,1,high
INV-00133,Jade Consulting,small,professional_services,7046.59,reporting_setup,2023-06-19,6,2,Monday,15,8,15,4,0.27,0,4,1,31,0.6608,1,high
INV-00601,Echo Ventures,small,retail,11088.33,analytics_consulting,2024-02-29,2,1,Thursday,60,5,7,2,0.29,0,3,1,6,0.6607,1,high
INV-00458,Lumen Analytics,mid-market,technology,71399.23,process_automation,2023-03-14,3,1,Tuesday,15,4,4,1,0.25,0,2,1,85,0.6597,1,high
INV-00120,Horizon LLC,small,technology,7395.61,process_automation,2024-12-07,12,4,Saturday,15,4,8,6,0.75,0,5,1,40,0.6596,1,high
INV-00243,Birch Holdings,mid-market,finance,50128.57,process_automation,2023-12-23,12,4,Saturday,60,10,20,1,0.05,0,3,1,40,0.6592,1,high
INV-01602,Horizon LLC,small,technology,14087.43,process_automation,2023-05-20,5,2,Saturday,60,7,20,3,0.15,1,5,1,49,0.6591,1,high
INV-01291,Cedar Solutions,small,technology,7473.97,process_automation,2024-04-25,4,2,Thursday,15,1,3,1,0.33,0,3,1,70,0.6589,1,high
INV-00479,Falcon Industries,mid-market,manufacturing,74739.64,process_automation,2023-12-30,12,4,Saturday,30,9,2,2,1.0,1,4,0,0,0.6588,1,high
INV-00229,Echo Ventures,small,retail,12861.78,reporting_setup,2023-01-07,1,1,Saturday,45,13,11,7,0.64,1,5,1,42,0.6587,1,high
INV-01173,Acme Corp,enterprise,manufacturing,119131.75,process_automation,2024-10-16,10,4,Wednesday,45,15,10,1,0.1,1,1,1,53,0.6586,1,high
INV-00774,Echo Ventures,small,retail,9650.08,reporting_setup,2024-03-18,3,1,Monday,30,10,19,3,0.16,0,4,1,1,0.6585,1,high
INV-00953,Cedar Solutions,small,technology,4404.99,analytics_consulting,2024-01-02,1,1,Tuesday,15,12,12,2,0.17,0,1,1,89,0.6585,1,high
INV-01784,Falcon Industries,mid-market,manufacturing,15956.47,reporting_setup,2023-02-05,2,1,Sunday,60,2,18,7,0.39,1,2,1,64,0.6579,1,high
INV-01428,Keystone Retail,enterprise,retail,71439.03,process_automation,2024-08-16,8,3,Friday,60,8,2,0,0.0,0,4,1,1,0.6578,1,high
INV-01336,Falcon Industries,mid-market,manufacturing,53921.2,analytics_consulting,2023-10-27,10,4,Friday,60,14,12,6,0.5,1,3,0,0,0.6573,1,high
INV-01100,Ironclad Inc,mid-market,healthcare,40306.4,data_migration,2023-12-26,12,4,Tuesday,45,3,19,7,0.37,1,1,1,12,0.6572,1,high
INV-01941,Cedar Solutions,small,technology,2394.84,process_automation,2023-01-08,1,1,Sunday,45,2,23,7,0.3,0,3,1,28,0.657,1,high
INV-00151,Granite Partners,enterprise,finance,191738.14,training,2024-01-08,1,1,Monday,30,5,20,7,0.35,1,1,1,83,0.6569,1,high
INV-00426,Horizon LLC,small,technology,8244.57,analytics_consulting,2023-01-10,1,1,Tuesday,60,11,16,4,0.25,1,5,1,13,0.6568,1,high
INV-01176,Horizon LLC,small,technology,7822.41,analytics_consulting,2023-08-08,8,3,Tuesday,45,15,12,5,0.42,1,3,1,3,0.6567,1,high
INV-01695,Falcon Industries,mid-market,manufacturing,68291.49,data_migration,2024-04-09,4,2,Tuesday,60,1,23,3,0.13,1,1,1,90,0.6542,1,high
INV-01830,Acme Corp,enterprise,manufacturing,160783.5,reporting_setup,2024-03-24,3,1,Sunday,30,12,11,3,0.27,0,1,1,83,0.6541,1,high
INV-01868,Birch Holdings,mid-market,finance,20078.42,data_migration,2023-01-01,1,1,Sunday,30,6,7,3,0.43,0,2,1,70,0.6539,1,high
INV-01196,Echo Ventures,small,retail,14418.22,process_automation,2023-05-12,5,2,Friday,45,4,16,7,0.44,0,5,1,29,0.6539,1,high
INV-01182,Echo Ventures,small,retail,8686.92,training,2023-08-17,8,3,Thursday,45,7,19,5,0.26,0,5,1,19,0.6536,1,high
INV-00361,Cedar Solutions,small,technology,12881.5,training,2024-02-27,2,1,Tuesday,45,11,23,8,0.35,0,2,1,38,0.6535,1,high
INV-01324,Lumen Analytics,mid-market,technology,33460.99,analytics_consulting,2023-11-02,11,4,Thursday,45,2,21,3,0.14,0,3,1,4,0.653,1,high
INV-01200,Acme Corp,enterprise,manufacturing,53329.91,data_migration,2023-05-27,5,2,Saturday,30,11,1,1,1.0,1,3,1,74,0.653,1,high
INV-00919,Keystone Retail,enterprise,retail,154682.45,training,2023-02-13,2,1,Monday,15,8,23,8,0.35,1,1,1,21,0.6526,1,high
INV-01973,Acme Corp,enterprise,manufacturing,190103.69,process_automation,2024-04-02,4,2,Tuesday,60,9,10,4,0.4,0,4,1,7,0.6525,1,high
INV-00320,Keystone Retail,enterprise,retail,90181.68,data_migration,2023-05-07,5,2,Sunday,30,15,6,6,1.0,1,5,1,21,0.6521,1,high
INV-00428,Ironclad Inc,mid-market,healthcare,11289.3,process_automation,2024-07-24,7,3,Wednesday,45,4,12,3,0.25,0,5,1,37,0.6511,1,high
INV-01603,Falcon Industries,mid-market,manufacturing,52921.92,training,2023-08-02,8,3,Wednesday,15,15,21,4,0.19,0,1,1,37,0.6498,1,high
INV-01095,Horizon LLC,small,technology,3845.91,reporting_setup,2024-09-14,9,3,Saturday,60,4,2,1,0.5,1,2,0,0,0.6497,1,high
INV-00688,Lumen Analytics,mid-market,technology,64150.25,reporting_setup,2024-12-29,12,4,Sunday,60,12,16,2,0.12,0,3,0,0,0.649,1,high
INV-01665,Acme Corp,enterprise,manufacturing,109210.06,reporting_setup,2023-04-21,4,2,Friday,60,16,18,2,0.11,1,1,1,77,0.6487,1,high
INV-00770,Falcon Industries,mid-market,manufacturing,73711.19,training,2024-08-04,8,3,Sunday,60,7,13,1,0.08,0,2,1,43,0.6484,1,high
INV-01676,Granite Partners,enterprise,finance,69467.96,analytics_consulting,2023-12-20,12,4,Wednesday,45,12,9,4,0.44,1,5,1,69,0.6481,1,high
INV-00068,Echo Ventures,small,retail,9730.02,training,2024-08-05,8,3,Monday,15,4,7,3,0.43,1,1,1,23,0.6477,1,high
INV-00894,Falcon Industries,mid-market,manufacturing,68213.12,process_automation,2023-05-02,5,2,Tuesday,15,5,6,3,0.5,0,5,1,55,0.6451,1,high
INV-00547,Acme Corp,enterprise,manufacturing,34954.33,training,2023-01-25,1,1,Wednesday,15,7,20,1,0.05,1,1,1,78,0.6442,1,high
INV-00612,Granite Partners,enterprise,finance,30738.73,analytics_consulting,2023-02-13,2,1,Monday,15,2,16,1,0.06,0,1,1,86,0.6432,1,high
INV-00484,Falcon Industries,mid-market,manufacturing,38795.29,reporting_setup,2024-02-28,2,1,Wednesday,45,9,5,1,0.2,1,2,1,79,0.6432,1,high
INV-00444,Delta Group,enterprise,healthcare,46343.27,reporting_setup,2023-09-14,9,3,Thursday,15,8,13,7,0.54,1,1,1,13,0.6431,1,high
INV-01146,Birch Holdings,mid-market,finance,56526.67,process_automation,2024-03-03,3,1,Sunday,15,1,15,7,0.47,0,1,1,51,0.643,1,high
INV-01731,Horizon LLC,small,technology,5929.24,analytics_consulting,2024-01-22,1,1,Monday,45,7,6,5,0.83,1,1,1,28,0.642,1,high
INV-00364,Delta Group,enterprise,healthcare,144593.31,analytics_consulting,2023-10-01,10,4,Sunday,45,5,2,2,1.0,1,2,0,0,0.642,1,high
INV-00856,Delta Group,enterprise,healthcare,131290.37,training,2024-11-08,11,4,Friday,15,6,22,8,0.36,0,2,1,18,0.6415,1,high
INV-00371,Cedar Solutions,small,technology,2741.26,training,2024-03-01,3,1,Friday,60,8,7,5,0.71,1,3,1,80,0.6414,1,high
INV-01670,Keystone Retail,enterprise,retail,84244.36,process_automation,2024-01-12,1,1,Friday,60,5,7,1,0.14,1,2,1,58,0.6412,1,high
INV-01359,Horizon LLC,small,technology,4835.42,data_migration,2024-06-09,6,2,Sunday,30,14,21,5,0.24,0,3,1,56,0.6408,1,high
INV-00003,Horizon LLC,small,technology,11743.9,process_automation,2024-08-26,8,3,Monday,15,6,23,6,0.26,1,2,1,44,0.6406,1,high
INV-00462,Lumen Analytics,mid-market,technology,39087.49,process_automation,2023-09-18,9,3,Monday,60,13,1,0,0.0,0,5,1,18,0.6406,1,high
INV-00308,Acme Corp,enterprise,manufacturing,71095.14,reporting_setup,2023-09-27,9,3,Wednesday,60,9,19,0,0.0,1,1,1,45,0.6403,1,high
INV-00862,Ironclad Inc,mid-market,healthcare,52658.18,data_migration,2023-10-03,10,4,Tuesday,60,15,6,1,0.17,1,4,1,26,0.6401,1,high
INV-00207,Delta Group,enterprise,healthcare,185027.23,data_migration,2023-07-14,7,3,Friday,60,7,13,3,0.23,1,3,1,69,0.64,1,high
INV-01352,Birch Holdings,mid-market,finance,18579.94,analytics_consulting,2023-04-14,4,2,Friday,30,1,15,7,0.47,1,4,1,68,0.6396,1,high
INV-01925,Granite Partners,enterprise,finance,103813.48,process_automation,2023-04-03,4,2,Monday,45,8,3,2,0.67,0,4,1,63,0.6396,1,high
INV-01880,Falcon Industries,mid-market,manufacturing,53087.29,training,2023-01-11,1,1,Wednesday,30,13,1,1,1.0,0,1,0,0,0.6395,1,high
INV-00872,Horizon LLC,small,technology,7317.25,training,2023-10-14,10,4,Saturday,15,9,16,5,0.31,1,1,1,2,0.6394,1,high
INV-00720,Echo Ventures,small,retail,3423.22,data_migration,2024-02-04,2,1,Sunday,45,11,9,6,0.67,0,1,1,31,0.6387,1,high
INV-00271,Echo Ventures,small,retail,11116.36,data_migration,2024-06-20,6,2,Thursday,45,3,16,7,0.44,0,1,1,73,0.638,1,high
INV-00985,Echo Ventures,small,retail,4433.89,reporting_setup,2023-01-16,1,1,Monday,15,4,2,1,0.5,1,4,1,1,0.6376,1,high
INV-01022,Keystone Retail,enterprise,retail,189214.77,data_migration,2023-03-20,3,1,Monday,45,7,16,5,0.31,0,2,1,39,0.6373,1,high
INV-00891,Cedar Solutions,small,technology,9971.06,data_migration,2023-09-07,9,3,Thursday,45,4,1,0,0.0,1,3,1,54,0.6373,1,high
INV-00401,Cedar Solutions,small,technology,7924.23,data_migration,2024-09-12,9,3,Thursday,30,2,18,8,0.44,0,1,1,17,0.6372,1,high
INV-00531,Granite Partners,enterprise,finance,75482.4,reporting_setup,2024-01-04,1,1,Thursday,30,5,5,0,0.0,1,1,1,63,0.6369,1,high
INV-00163,Keystone Retail,enterprise,retail,37770.28,process_automation,2024-02-20,2,1,Tuesday,60,2,6,3,0.5,1,4,1,78,0.6369,1,high
INV-01588,Cedar Solutions,small,technology,10372.84,reporting_setup,2023-04-14,4,2,Friday,45,3,21,4,0.19,1,5,1,22,0.6363,1,high
INV-00555,Falcon Industries,mid-market,manufacturing,52106.52,reporting_setup,2023-03-24,3,1,Friday,45,6,18,0,0.0,0,2,1,50,0.6363,1,high
INV-00602,Echo Ventures,small,retail,9050.29,process_automation,2024-08-22,8,3,Thursday,60,15,8,0,0.0,0,2,1,82,0.6362,1,high
INV-00110,Birch Holdings,mid-market,finance,62765.0,data_migration,2024-03-18,3,1,Monday,45,2,19,8,0.42,0,1,1,86,0.636,1,high
INV-00028,Birch Holdings,mid-market,finance,67831.33,process_automation,2023-05-18,5,2,Thursday,15,5,9,4,0.44,0,3,1,82,0.6358,1,high
INV-00921,Horizon LLC,small,technology,11379.0,data_migration,2023-04-22,4,2,Saturday,30,13,14,3,0.21,0,1,1,78,0.6357,1,high
INV-00828,Lumen Analytics,mid-market,technology,30077.94,training,2023-02-05,2,1,Sunday,45,4,9,7,0.78,0,2,1,49,0.6353,1,high
INV-00926,Cedar Solutions,small,technology,8001.94,process_automation,2023-07-23,7,3,Sunday,60,6,23,6,0.26,1,5,1,2,0.6352,1,high
INV-01273,Jade Consulting,small,professional_services,3534.22,reporting_setup,2023-06-09,6,2,Friday,30,11,15,3,0.2,0,2,0,0,0.6351,1,high
INV-00755,Lumen Analytics,mid-market,technology,67377.0,data_migration,2023-03-08,3,1,Wednesday,30,5,7,3,0.43,0,3,1,55,0.6349,1,high
INV-01268,Ironclad Inc,mid-market,healthcare,64608.8,reporting_setup,2023-08-21,8,3,Monday,30,12,7,6,0.86,0,4,1,58,0.6348,1,high
INV-01785,Birch Holdings,mid-market,finance,34773.64,analytics_consulting,2024-06-01,6,2,Saturday,30,4,1,1,1.0,1,4,1,83,0.6346,1,high
INV-00832,Acme Corp,enterprise,manufacturing,139560.95,process_automation,2024-12-27,12,4,Friday,60,5,15,7,0.47,1,2,1,26,0.634,1,high
INV-01569,Falcon Industries,mid-market,manufacturing,71927.49,data_migration,2023-02-16,2,1,Thursday,45,5,23,1,0.04,1,1,1,46,0.6338,1,high
INV-00472,Acme Corp,enterprise,manufacturing,132838.67,analytics_consulting,2023-11-09,11,4,Thursday,45,15,20,2,0.1,1,2,1,48,0.6337,1,high
INV-01493,Delta Group,enterprise,healthcare,150681.74,analytics_consulting,2024-06-12,6,2,Wednesday,60,7,17,1,0.06,1,2,1,9,0.6332,1,high
INV-01820,Ironclad Inc,mid-market,healthcare,71384.82,data_migration,2024-03-16,3,1,Saturday,30,9,23,5,0.22,0,2,1,42,0.6329,1,high
INV-01294,Cedar Solutions,small,technology,8167.96,data_migration,2023-03-08,3,1,Wednesday,15,2,20,6,0.3,1,4,1,87,0.6329,1,high
INV-01154,Ironclad Inc,mid-market,healthcare,34568.62,training,2023-11-18,11,4,Saturday,45,16,21,2,0.1,0,4,1,49,0.6327,1,high
INV-01598,Cedar Solutions,small,technology,2748.41,process_automation,2024-08-23,8,3,Friday,15,7,16,4,0.25,0,5,1,79,0.6326,1,high
INV-01844,Lumen Analytics,mid-market,technology,23153.18,training,2023-01-02,1,1,Monday,30,10,10,4,0.4,0,1,1,67,0.6318,1,high
INV-01149,Keystone Retail,enterprise,retail,182359.18,data_migration,2024-12-11,12,4,Wednesday,60,16,8,4,0.5,1,4,1,58,0.6316,1,high
INV-01835,Jade Consulting,small,professional_services,2175.63,analytics_consulting,2024-09-07,9,3,Saturday,45,12,21,8,0.38,1,4,1,87,0.6316,1,high
INV-01878,Echo Ventures,small,retail,14373.71,process_automation,2024-02-20,2,1,Tuesday,15,7,20,8,0.4,0,1,1,32,0.6313,1,high
INV-00710,Echo Ventures,small,retail,3089.52,training,2023-02-11,2,1,Saturday,30,10,12,4,0.33,1,1,0,0,0.6312,1,high
INV-01272,Keystone Retail,enterprise,retail,56555.17,training,2024-01-29,1,1,Monday,60,15,1,0,0.0,1,2,1,88,0.6312,1,high
INV-00403,Horizon LLC,small,technology,7244.11,process_automation,2024-01-26,1,1,Friday,15,9,16,3,0.19,0,1,1,70,0.6312,1,high
INV-00697,Horizon LLC,small,technology,7474.81,process_automation,2024-06-12,6,2,Wednesday,15,1,23,8,0.35,0,1,1,52,0.6309,1,high
INV-01622,Granite Partners,enterprise,finance,79355.23,reporting_setup,2024-02-29,2,1,Thursday,15,11,21,0,0.0,1,1,1,76,0.6308,1,high
INV-01137,Horizon LLC,small,technology,6608.79,reporting_setup,2023-08-29,8,3,Tuesday,30,4,4,3,0.75,1,1,1,23,0.6304,1,high
INV-00886,Lumen Analytics,mid-market,technology,68640.93,process_automation,2024-03-20,3,1,Wednesday,30,3,16,2,0.12,0,2,1,63,0.6303,1,high
INV-01579,Echo Ventures,small,retail,11583.15,reporting_setup,2024-10-20,10,4,Sunday,30,5,12,8,0.67,0,2,0,0,0.6296,1,high
INV-00654,Jade Consulting,small,professional_services,2639.39,process_automation,2023-12-02,12,4,Saturday,30,12,6,3,0.5,0,5,1,3,0.6295,1,high
INV-01438,Lumen Analytics,mid-market,technology,35172.91,reporting_setup,2023-08-21,8,3,Monday,60,12,7,0,0.0,1,2,1,46,0.6292,1,high
INV-01745,Cedar Solutions,small,technology,8941.2,data_migration,2023-01-02,1,1,Monday,30,10,18,2,0.11,0,2,1,20,0.6291,1,high
INV-00954,Acme Corp,enterprise,manufacturing,124307.12,analytics_consulting,2023-12-03,12,4,Sunday,60,11,8,8,1.0,1,3,1,68,0.6287,1,high
INV-00083,Keystone Retail,enterprise,retail,47093.1,reporting_setup,2023-06-05,6,2,Monday,15,11,4,3,0.75,1,4,1,19,0.6284,1,high
INV-00279,Falcon Industries,mid-market,manufacturing,42852.8,data_migration,2024-04-14,4,2,Sunday,15,13,3,0,0.0,0,2,1,34,0.6281,1,high
INV-00173,Lumen Analytics,mid-market,technology,63023.67,process_automation,2024-07-30,7,3,Tuesday,60,12,11,1,0.09,0,5,1,89,0.6277,1,high
INV-01766,Lumen Analytics,mid-market,technology,72547.88,training,2024-08-31,8,3,Saturday,60,3,14,3,0.21,0,2,1,44,0.6271,1,high
INV-01209,Jade Consulting,small,professional_services,11694.79,data_migration,2024-08-31,8,3,Saturday,15,5,5,3,0.6,0,2,1,21,0.6259,1,high
INV-01368,Horizon LLC,small,technology,3082.35,training,2024-08-18,8,3,Sunday,30,10,21,3,0.14,1,3,1,83,0.6259,1,high
INV-00273,Falcon Industries,mid-market,manufacturing,70525.41,analytics_consulting,2024-01-28,1,1,Sunday,30,2,18,6,0.33,1,2,1,41,0.6246,1,high
INV-00994,Keystone Retail,enterprise,retail,115346.21,data_migration,2024-06-07,6,2,Friday,30,16,5,1,0.2,0,2,1,40,0.6233,1,high
INV-01342,Echo Ventures,small,retail,14345.93,training,2023-08-03,8,3,Thursday,15,7,1,0,0.0,1,1,1,88,0.6233,1,high
INV-00167,Ironclad Inc,mid-market,healthcare,47917.37,analytics_consulting,2024-04-13,4,2,Saturday,30,2,2,1,0.5,0,4,1,2,0.6221,1,high
INV-01474,Cedar Solutions,small,technology,3813.56,reporting_setup,2024-04-30,4,2,Tuesday,15,2,18,2,0.11,0,4,1,21,0.6216,1,high
INV-01315,Lumen Analytics,mid-market,technology,70251.67,reporting_setup,2023-05-16,5,2,Tuesday,15,5,5,0,0.0,0,2,1,47,0.6214,1,high
INV-01467,Cedar Solutions,small,technology,6506.84,analytics_consulting,2023-08-15,8,3,Tuesday,30,2,9,0,0.0,0,4,1,36,0.6195,1,high
INV-01521,Delta Group,enterprise,healthcare,76525.54,analytics_consulting,2023-04-21,4,2,Friday,30,5,14,6,0.43,1,1,1,90,0.6195,1,high
INV-01409,Delta Group,enterprise,healthcare,190986.03,training,2023-06-16,6,2,Friday,60,3,11,0,0.0,1,4,1,61,0.6192,1,high
INV-01506,Echo Ventures,small,retail,13875.07,data_migration,2024-09-02,9,3,Monday,60,7,13,5,0.38,0,3,1,8,0.6171,1,high
INV-01614,Echo Ventures,small,retail,2992.56,reporting_setup,2024-04-17,4,2,Wednesday,15,2,4,4,1.0,1,2,1,53,0.6171,1,high
INV-01853,Acme Corp,enterprise,manufacturing,148265.18,process_automation,2023-02-14,2,1,Tuesday,30,6,3,0,0.0,1,2,1,23,0.617,1,high
INV-01537,Birch Holdings,mid-market,finance,40176.58,training,2024-04-23,4,2,Tuesday,15,7,6,5,0.83,1,5,1,49,0.6168,1,high
INV-01752,Keystone Retail,enterprise,retail,91171.02,reporting_setup,2023-03-17,3,1,Friday,45,2,6,4,0.67,1,5,1,4,0.6164,1,high
INV-00596,Delta Group,enterprise,healthcare,39628.17,analytics_consulting,2023-10-12,10,4,Thursday,15,15,22,1,0.05,0,4,1,41,0.6159,1,high
INV-01516,Ironclad Inc,mid-market,healthcare,12997.84,analytics_consulting,2024-06-25,6,2,Tuesday,60,8,21,5,0.24,0,1,1,86,0.6154,1,high
INV-01446,Birch Holdings,mid-market,finance,58171.13,process_automation,2024-11-04,11,4,Monday,45,5,3,0,0.0,0,5,1,62,0.615,1,high
INV-00350,Lumen Analytics,mid-market,technology,38135.11,training,2024-12-18,12,4,Wednesday,15,8,16,5,0.31,0,4,1,72,0.6147,1,high
INV-00129,Falcon Industries,mid-market,manufacturing,69588.52,training,2023-03-25,3,1,Saturday,30,10,21,6,0.29,1,1,1,49,0.6139,1,high
INV-00570,Lumen Analytics,mid-market,technology,37239.31,training,2024-03-31,3,1,Sunday,45,11,8,1,0.12,1,1,1,53,0.6134,1,high
INV-01258,Birch Holdings,mid-market,finance,18262.48,reporting_setup,2024-07-22,7,3,Monday,30,2,16,7,0.44,1,2,1,50,0.6132,1,high
INV-00098,Echo Ventures,small,retail,4669.8,data_migration,2024-05-19,5,2,Sunday,15,5,13,7,0.54,1,5,0,0,0.6119,1,high
INV-01118,Falcon Industries,mid-market,manufacturing,19798.59,analytics_consulting,2024-01-29,1,1,Monday,60,10,13,7,0.54,1,4,1,51,0.6103,1,high
INV-00686,Ironclad Inc,mid-market,healthcare,67794.14,process_automation,2023-03-07,3,1,Tuesday,60,4,16,5,0.31,0,4,1,37,0.6096,1,high
INV-00206,Jade Consulting,small,professional_services,12362.78,data_migration,2023-02-10,2,1,Friday,30,7,16,3,0.19,0,3,1,2,0.6082,1,high
INV-01456,Keystone Retail,enterprise,retail,86806.18,analytics_consulting,2023-05-30,5,2,Tuesday,60,8,16,7,0.44,0,4,1,1,0.6064,1,high
INV-00772,Granite Partners,enterprise,finance,75943.47,analytics_consulting,2023-10-18,10,4,Wednesday,30,3,15,0,0.0,1,1,1,53,0.6063,1,high
INV-01668,Ironclad Inc,mid-market,healthcare,73290.69,reporting_setup,2023-02-19,2,1,Sunday,45,6,12,4,0.33,0,2,1,16,0.6056,1,high
INV-00086,Lumen Analytics,mid-market,technology,59424.03,reporting_setup,2023-04-03,4,2,Monday,15,4,15,2,0.13,0,1,1,8,0.6055,1,high
INV-00917,Horizon LLC,small,technology,14187.7,reporting_setup,2023-09-20,9,3,Wednesday,30,16,2,1,0.5,0,4,1,80,0.6053,1,high
INV-00034,Horizon LLC,small,technology,6220.39,analytics_consulting,2023-08-16,8,3,Wednesday,60,8,8,0,0.0,0,4,1,9,0.6052,1,high
