consultant_id,week_start,week_end,project_id,billable_hours,internal_hours,admin_hours,pto_hours,total_hours
C021,2024-06-24,2024-06-28,P016,14.8,5.0,2.8,0.0,22.6
C022,2024-06-24,2024-06-28,P011,33.3,2.2,2.0,0.0,37.5
C023,2024-06-24,2024-06-28,P016,28.7,3.3,1.1,0.0,33.1
C024,2024-06-24,2024-06-28,P005,21.7,4.3,2.6,0.0,28.6
C025,2024-06-24,2024-06-28,P005,28.9,4.2,2.3,0.0,35.4
C026,2024-06-24,2024-06-28,,0.0,0.0,0.0,40.0,40.0
C027,2024-06-24,2024-06-28,P018,7.4,5.5,2.2,0.0,15.1
C027,2024-06-24,2024-06-28,P005,8.4,3.8,1.2,0.0,13.4
C028,2024-06-24,2024-06-28,P015,28.4,5.5,1.9,0.0,35.8
C029,2024-06-24,2024-06-28,P018,25.0,4.6,1.5,0.0,31.1
C029,2024-06-24,2024-06-28,P011,15.0,1.4,0.9,0.0,17.3
C030,2024-06-24,2024-06-28,P016,10.3,4.7,2.5,0.0,17.5
C030,2024-06-24,2024-06-28,P015,9.6,4.4,0.7,0.0,14.7
C031,2024-06-24,2024-06-28,P015,14.0,2.6,2.1,16.0,34.7
C031,2024-06-24,2024-06-28,P016,6.3,4.9,1.6,0.0,12.8
C032,2024-06-24,2024-06-28,P016,20.3,3.2,2.2,0.0,25.7
C033,2024-06-24,2024-06-28,P005,8.2,2.9,2.5,0.0,13.6
C033,2024-06-24,2024-06-28,P018,8.9,1.8,1.5,0.0,12.2
C034,2024-06-24,2024-06-28,P015,29.8,3.2,2.4,0.0,35.4
C001,2024-07-01,2024-07-05,P018,33.4,1.5,0.7,0.0,35.6
C002,2024-07-01,2024-07-05,P016,33.0,5.3,0.5,0.0,38.8
C003,2024-07-01,2024-07-05,P011,26.0,3.9,0.9,0.0,30.8
C004,2024-07-01,2024-07-05,P016,32.8,2.3,0.9,0.0,36.0
C005,2024-07-01,2024-07-05,P016,22.1,4.6,1.7,0.0,28.4
C005,2024-07-01,2024-07-05,P011,10.3,4.1,1.6,0.0,16.0
C006,2024-07-01,2024-07-05,P018,33.6,2.7,2.1,0.0,38.4
C007,2024-07-01,2024-07-05,P011,15.9,5.7,1.0,0.0,22.6
C007,2024-07-01,2024-07-05,P018,16.1,2.6,2.9,0.0,21.6
C008,2024-07-01,2024-07-05,P018,28.6,5.8,2.5,0.0,36.9
C009,2024-07-01,2024-07-05,P011,30.5,4.0,1.9,0.0,36.4
C010,2024-07-01,2024-07-05,P018,33.7,5.7,1.0,0.0,40.4
C011,2024-07-01,2024-07-05,,0.0,0.0,0.0,40.0,40.0
C012,2024-07-01,2024-07-05,P016,23.6,2.2,2.1,0.0,27.9
C013,2024-07-01,2024-07-05,,0.0,0.0,0.0,40.0,40.0
C014,2024-07-01,2024-07-05,P018,22.3,3.7,2.5,0.0,28.5
C015,2024-07-01,2024-07-05,P005,25.4,1.5,1.1,0.0,28.0
C016,2024-07-01,2024-07-05,P005,33.4,3.8,2.1,0.0,39.3
C017,2024-07-01,2024-07-05,P005,10.5,2.1,2.4,0.0,15.0
C017,2024-07-01,2024-07-05,P018,14.0,3.8,2.2,0.0,20.0
C018,2024-07-01,2024-07-05,P018,22.5,4.9,2.0,0.0,29.4
C019,2024-07-01,2024-07-05,P005,21.7,1.6,2.9,8.0,34.2
C020,2024-07-01,2024-07-05,P018,26.8,4.9,1.8,0.0,33.5
C021,2024-07-01,2024-07-05,P005,15.0,2.5,2.5,0.0,20.0
C022,2024-07-01,2024-07-05,P005,21.4,5.6,2.4,0.0,29.4
C022,2024-07-01,2024-07-05,P016,12.1,3.6,1.9,0.0,17.6
C023,2024-07-01,2024-07-05,P011,14.6,3.2,0.6,0.0,18.4
C023,2024-07-01,2024-07-05,P005,10.1,4.1,1.0,0.0,15.2
C024,2024-07-01,2024-07-05,P011,19.7,2.0,2.4,0.0,24.1
C025,2024-07-01,2024-07-05,P011,13.6,3.3,1.2,0.0,18.1
C025,2024-07-01,2024-07-05,P018,13.7,5.3,1.8,0.0,20.8
C026,2024-07-01,2024-07-05,P018,29.5,3.9,1.4,0.0,34.8
C027,2024-07-01,2024-07-05,P016,11.0,4.4,1.3,0.0,16.7
C027,2024-07-01,2024-07-05,P018,8.1,2.2,0.8,0.0,11.1
C028,2024-07-01,2024-07-05,P018,24.6,3.1,0.8,0.0,28.5
C029,2024-07-01,2024-07-05,P011,30.1,3.8,1.7,0.0,35.6
C030,2024-07-01,2024-07-05,P018,17.7,4.1,2.7,0.0,24.5
C031,2024-07-01,2024-07-05,P018,36.4,3.0,1.7,0.0,41.1
C032,2024-07-01,2024-07-05,P011,20.6,1.4,0.6,0.0,22.6
C033,2024-07-01,2024-07-05,P011,16.2,4.9,1.9,0.0,23.0
C034,2024-07-01,2024-07-05,P005,25.9,3.9,1.2,0.0,31.0
C035,2024-07-01,2024-07-05,P018,8.1,3.1,2.3,0.0,13.5
C035,2024-07-01,2024-07-05,P016,9.3,4.3,1.1,0.0,14.7
C001,2024-07-08,2024-07-12,P011,28.7,2.7,2.5,0.0,33.9
C002,2024-07-08,2024-07-12,P018,20.1,4.4,2.7,0.0,27.2
C003,2024-07-08,2024-07-12,P018,36.8,1.7,1.0,0.0,39.5
C004,2024-07-08,2024-07-12,P018,29.6,1.8,2.9,0.0,34.3
C005,2024-07-08,2024-07-12,P018,32.1,5.9,2.2,0.0,40.2
C006,2024-07-08,2024-07-12,P011,24.0,1.7,0.9,0.0,26.6
C006,2024-07-08,2024-07-12,P009,15.3,2.6,1.1,0.0,19.0
C007,2024-07-08,2024-07-12,P009,36.6,3.9,1.2,0.0,41.7
C008,2024-07-08,2024-07-12,P005,15.6,2.4,2.8,0.0,20.8
C008,2024-07-08,2024-07-12,P016,12.6,2.8,2.9,0.0,18.3
C009,2024-07-08,2024-07-12,P005,34.3,4.7,1.6,0.0,40.6
C010,2024-07-08,2024-07-12,,0.0,0.0,0.0,40.0,40.0
C011,2024-07-08,2024-07-12,P009,28.8,3.5,1.3,0.0,33.6
C012,2024-07-08,2024-07-12,P011,12.3,4.1,2.6,0.0,19.0
C012,2024-07-08,2024-07-12,P005,17.4,1.1,2.8,0.0,21.3
C013,2024-07-08,2024-07-12,P016,35.7,2.0,2.2,0.0,39.9
C014,2024-07-08,2024-07-12,P011,19.7,2.3,1.4,0.0,23.4
C014,2024-07-08,2024-07-12,P005,13.4,5.5,0.9,0.0,19.8
C015,2024-07-08,2024-07-12,P009,35.1,3.1,0.7,0.0,38.9
C016,2024-07-08,2024-07-12,P016,17.5,1.0,2.2,16.0,36.7
C017,2024-07-08,2024-07-12,P016,17.6,2.1,0.7,0.0,20.4
C017,2024-07-08,2024-07-12,P009,14.8,5.0,0.8,0.0,20.6
C018,2024-07-08,2024-07-12,P009,12.0,3.8,2.0,0.0,17.8
C018,2024-07-08,2024-07-12,P018,16.5,1.8,1.4,0.0,19.7
C019,2024-07-08,2024-07-12,P016,21.9,1.4,0.8,0.0,24.1
C019,2024-07-08,2024-07-12,P018,11.4,4.8,2.0,0.0,18.2
C020,2024-07-08,2024-07-12,P011,19.1,4.2,1.1,0.0,24.4
C021,2024-07-08,2024-07-12,P011,14.9,4.3,1.3,0.0,20.5
C021,2024-07-08,2024-07-12,P005,7.9,3.6,1.8,0.0,13.3
C022,2024-07-08,2024-07-12,P005,19.2,2.2,2.1,16.0,39.5
C023,2024-07-08,2024-07-12,P011,9.7,5.2,1.6,8.0,24.5
C023,2024-07-08,2024-07-12,P009,9.1,3.7,0.9,0.0,13.7
C024,2024-07-08,2024-07-12,P009,3.5,1.2,0.7,8.0,13.4
C025,2024-07-08,2024-07-12,P018,28.9,4.8,1.6,0.0,35.3
C026,2024-07-08,2024-07-12,P005,26.1,2.5,1.8,0.0,30.4
C027,2024-07-08,2024-07-12,P018,10.0,4.2,2.6,0.0,16.8
C027,2024-07-08,2024-07-12,P011,9.3,4.4,0.7,0.0,14.4
C028,2024-07-08,2024-07-12,P005,27.1,5.6,0.8,0.0,33.5
C029,2024-07-08,2024-07-12,P009,25.9,1.6,2.3,0.0,29.8
C030,2024-07-08,2024-07-12,P011,15.3,1.8,0.8,0.0,17.9
C031,2024-07-08,2024-07-12,P005,29.7,4.9,0.6,0.0,35.2
C032,2024-07-08,2024-07-12,P018,18.5,2.8,1.7,8.0,31.0
C033,2024-07-08,2024-07-12,P011,13.0,4.9,2.7,0.0,20.6
C034,2024-07-08,2024-07-12,P005,28.3,2.2,1.7,0.0,32.2
C035,2024-07-08,2024-07-12,P005,27.4,3.8,2.8,0.0,34.0
C001,2024-07-15,2024-07-19,P011,31.8,2.4,0.7,0.0,34.9
C002,2024-07-15,2024-07-19,P005,27.8,1.9,2.5,0.0,32.2
C003,2024-07-15,2024-07-19,,0.0,0.0,0.0,40.0,40.0
C004,2024-07-15,2024-07-19,P011,11.9,3.3,1.4,0.0,16.6
C004,2024-07-15,2024-07-19,P018,16.1,2.5,2.5,0.0,21.1
C005,2024-07-15,2024-07-19,P009,13.6,5.7,0.6,0.0,19.9
C005,2024-07-15,2024-07-19,P018,17.0,3.7,2.1,0.0,22.8
C006,2024-07-15,2024-07-19,P011,27.8,1.0,2.1,0.0,30.9
C007,2024-07-15,2024-07-19,P009,34.6,3.1,2.9,0.0,40.6
C008,2024-07-15,2024-07-19,P011,26.8,1.5,2.8,0.0,31.1
C009,2024-07-15,2024-07-19,P005,35.9,3.9,1.8,0.0,41.6
C010,2024-07-15,2024-07-19,P018,27.9,3.8,1.6,0.0,33.3
C011,2024-07-15,2024-07-19,P016,34.9,4.5,2.3,0.0,41.7
C012,2024-07-15,2024-07-19,P005,30.1,5.7,0.8,0.0,36.6
C013,2024-07-15,2024-07-19,P011,31.0,3.0,1.8,0.0,35.8
C014,2024-07-15,2024-07-19,P011,27.3,3.3,2.6,0.0,33.2
C015,2024-07-15,2024-07-19,P018,17.1,5.3,0.9,0.0,23.3
C015,2024-07-15,2024-07-19,P005,19.8,4.6,2.9,0.0,27.3
C016,2024-07-15,2024-07-19,P011,30.7,2.3,3.0,0.0,36.0
C017,2024-07-15,2024-07-19,P009,18.7,5.0,0.8,0.0,24.5
C017,2024-07-15,2024-07-19,P005,16.1,1.1,2.6,0.0,19.8
C018,2024-07-15,2024-07-19,P016,31.6,2.9,2.1,0.0,36.6
C019,2024-07-15,2024-07-19,P005,12.7,4.2,2.5,0.0,19.4
C019,2024-07-15,2024-07-19,P018,14.9,1.5,2.6,0.0,19.0
C020,2024-07-15,2024-07-19,P016,22.6,1.3,2.8,0.0,26.7
C021,2024-07-15,2024-07-19,P016,10.1,1.9,1.0,0.0,13.0
C022,2024-07-15,2024-07-19,P009,34.6,1.2,2.0,0.0,37.8
C023,2024-07-15,2024-07-19,P005,26.9,1.4,1.5,0.0,29.8
C024,2024-07-15,2024-07-19,P018,19.3,2.2,3.0,0.0,24.5
C025,2024-07-15,2024-07-19,P016,13.1,3.8,1.3,0.0,18.2
C025,2024-07-15,2024-07-19,P018,12.9,2.4,0.6,0.0,15.9
C026,2024-07-15,2024-07-19,P011,30.6,1.3,3.0,0.0,34.9
C027,2024-07-15,2024-07-19,P005,5.6,2.3,2.5,0.0,10.4
C027,2024-07-15,2024-07-19,P009,3.7,5.6,0.6,0.0,9.9
C028,2024-07-15,2024-07-19,P016,27.9,2.8,2.6,0.0,33.3
C029,2024-07-15,2024-07-19,P011,20.4,2.8,1.9,0.0,25.1
C029,2024-07-15,2024-07-19,P005,13.0,1.7,2.9,0.0,17.6
C030,2024-07-15,2024-07-19,P016,6.3,1.2,0.6,0.0,8.1
C030,2024-07-15,2024-07-19,P011,7.6,4.0,0.5,0.0,12.1
C031,2024-07-15,2024-07-19,P011,19.2,5.2,1.3,0.0,25.7
C031,2024-07-15,2024-07-19,P009,9.2,1.1,2.0,0.0,12.3
C032,2024-07-15,2024-07-19,P018,15.5,2.9,2.9,0.0,21.3
C032,2024-07-15,2024-07-19,P011,7.0,3.0,0.8,0.0,10.8
C033,2024-07-15,2024-07-19,P016,6.9,5.8,2.2,0.0,14.9
C033,2024-07-15,2024-07-19,P011,8.4,5.6,2.5,0.0,16.5
C034,2024-07-15,2024-07-19,P009,31.3,2.9,2.3,0.0,36.5
C035,2024-07-15,2024-07-19,,0.0,0.0,0.0,40.0,40.0
C001,2024-07-22,2024-07-26,P018,15.6,2.6,2.5,0.0,20.7
C001,2024-07-22,2024-07-26,P004,18.8,4.1,2.1,0.0,25.0
C002,2024-07-22,2024-07-26,P011,35.7,5.9,0.9,0.0,42.5
C003,2024-07-22,2024-07-26,P011,34.8,3.2,1.2,0.0,39.2
C004,2024-07-22,2024-07-26,P004,29.2,1.2,1.6,0.0,32.0
C005,2024-07-22,2024-07-26,P016,32.3,3.5,1.4,0.0,37.2
C006,2024-07-22,2024-07-26,P009,15.5,5.0,0.6,0.0,21.1
C006,2024-07-22,2024-07-26,P018,13.5,1.1,1.2,0.0,15.8
C007,2024-07-22,2024-07-26,P016,30.3,1.8,0.7,0.0,32.8
C008,2024-07-22,2024-07-26,P016,21.2,4.3,2.0,0.0,27.5
C008,2024-07-22,2024-07-26,P004,18.8,3.2,0.6,0.0,22.6
C009,2024-07-22,2024-07-26,P016,16.7,2.5,0.7,0.0,19.9
C009,2024-07-22,2024-07-26,P011,11.3,3.0,1.9,0.0,16.2
C010,2024-07-22,2024-07-26,P018,23.6,3.4,0.7,8.0,35.7
C011,2024-07-22,2024-07-26,P004,32.1,3.4,0.8,0.0,36.3
C012,2024-07-22,2024-07-26,P018,31.8,2.9,1.4,0.0,36.1
C013,2024-07-22,2024-07-26,P004,26.4,2.3,1.7,0.0,30.4
C014,2024-07-22,2024-07-26,P011,23.7,5.0,1.5,8.0,38.2
C015,2024-07-22,2024-07-26,P004,33.9,5.2,2.5,0.0,41.6
C016,2024-07-22,2024-07-26,P009,22.5,3.4,0.7,0.0,26.6
C017,2024-07-22,2024-07-26,P018,14.5,4.8,0.9,0.0,20.2
C017,2024-07-22,2024-07-26,P009,18.7,5.9,2.9,0.0,27.5
C018,2024-07-22,2024-07-26,P016,22.0,4.1,2.6,0.0,28.7
C018,2024-07-22,2024-07-26,P009,9.5,2.3,2.8,0.0,14.6
C019,2024-07-22,2024-07-26,P016,28.9,3.8,1.9,0.0,34.6
C020,2024-07-22,2024-07-26,P018,29.8,3.9,2.5,0.0,36.2
C021,2024-07-22,2024-07-26,P018,12.2,3.9,2.4,0.0,18.5
C022,2024-07-22,2024-07-26,P011,40.0,5.3,2.7,0.0,48.0
C023,2024-07-22,2024-07-26,P016,23.4,3.9,1.7,0.0,29.0
C024,2024-07-22,2024-07-26,P016,17.9,1.2,2.7,0.0,21.8
C025,2024-07-22,2024-07-26,P016,30.4,5.6,2.7,0.0,38.7
C026,2024-07-22,2024-07-26,P016,38.1,5.3,2.2,0.0,45.6
C027,2024-07-22,2024-07-26,P011,16.9,5.9,1.6,0.0,24.4
C028,2024-07-22,2024-07-26,P009,30.7,3.2,2.8,0.0,36.7
C029,2024-07-22,2024-07-26,P018,29.2,5.3,2.6,0.0,37.1
C030,2024-07-22,2024-07-26,P009,13.7,4.9,1.8,0.0,20.4
C031,2024-07-22,2024-07-26,P009,31.8,5.2,1.1,0.0,38.1
C032,2024-07-22,2024-07-26,P016,13.4,3.5,2.1,0.0,19.0
C033,2024-07-22,2024-07-26,P011,18.4,3.4,1.6,0.0,23.4
C034,2024-07-22,2024-07-26,P011,33.6,4.7,2.2,0.0,40.5
C035,2024-07-22,2024-07-26,P009,28.1,5.3,2.4,0.0,35.8
C001,2024-07-29,2024-08-02,P016,32.6,3.6,2.7,0.0,38.9
C002,2024-07-29,2024-08-02,P016,34.8,5.6,2.1,0.0,42.5
C003,2024-07-29,2024-08-02,P011,16.7,2.9,1.4,0.0,21.0
C003,2024-07-29,2024-08-02,P018,14.9,2.3,1.7,0.0,18.9
C004,2024-07-29,2024-08-02,P016,11.6,6.0,2.9,0.0,20.5
C004,2024-07-29,2024-08-02,P004,17.3,5.2,1.9,0.0,24.4
C005,2024-07-29,2024-08-02,P011,28.1,5.9,2.1,0.0,36.1
C006,2024-07-29,2024-08-02,P011,29.0,1.9,1.8,0.0,32.7
C007,2024-07-29,2024-08-02,P016,18.7,4.6,2.1,0.0,25.4
C007,2024-07-29,2024-08-02,P011,12.2,6.0,1.1,0.0,19.3
C008,2024-07-29,2024-08-02,P004,33.4,3.9,3.0,0.0,40.3
C009,2024-07-29,2024-08-02,P016,33.5,5.5,2.2,0.0,41.2
C010,2024-07-29,2024-08-02,P018,13.4,3.4,2.4,0.0,19.2
C010,2024-07-29,2024-08-02,P009,14.0,4.6,1.9,0.0,20.5
C011,2024-07-29,2024-08-02,P009,40.0,2.8,2.4,0.0,45.2
C012,2024-07-29,2024-08-02,P011,12.3,2.5,2.6,0.0,17.4
C012,2024-07-29,2024-08-02,P018,13.4,3.4,2.7,0.0,19.5
C013,2024-07-29,2024-08-02,P016,13.5,3.6,1.5,16.0,34.6
C014,2024-07-29,2024-08-02,P009,24.4,2.7,3.0,0.0,30.1
C015,2024-07-29,2024-08-02,P009,21.9,4.2,0.9,0.0,27.0
C015,2024-07-29,2024-08-02,P004,18.1,4.2,0.5,0.0,22.8
C016,2024-07-29,2024-08-02,P009,10.7,4.8,0.7,0.0,16.2
C016,2024-07-29,2024-08-02,P018,8.8,4.1,2.1,0.0,15.0
C017,2024-07-29,2024-08-02,P009,22.3,4.7,2.9,0.0,29.9
C018,2024-07-29,2024-08-02,P018,14.9,1.0,2.3,0.0,18.2
C018,2024-07-29,2024-08-02,P009,21.8,2.1,2.7,0.0,26.6
C019,2024-07-29,2024-08-02,P004,30.1,5.1,1.2,0.0,36.4
C020,2024-07-29,2024-08-02,P018,15.1,4.4,0.8,0.0,20.3
C020,2024-07-29,2024-08-02,P011,13.4,6.0,1.7,0.0,21.1
C021,2024-07-29,2024-08-02,P004,7.5,5.9,1.0,0.0,14.4
C021,2024-07-29,2024-08-02,P009,8.5,1.1,1.8,0.0,11.4
C022,2024-07-29,2024-08-02,P004,19.6,2.3,1.8,0.0,23.7
C022,2024-07-29,2024-08-02,P016,10.0,1.2,3.0,0.0,14.2
C023,2024-07-29,2024-08-02,P016,19.0,1.6,1.1,8.0,29.7
C024,2024-07-29,2024-08-02,P004,11.0,2.5,2.2,0.0,15.7
C025,2024-07-29,2024-08-02,P004,25.1,3.6,2.0,0.0,30.7
C026,2024-07-29,2024-08-02,P016,16.4,4.9,2.6,0.0,23.9
C026,2024-07-29,2024-08-02,P009,11.7,5.9,1.4,0.0,19.0
C027,2024-07-29,2024-08-02,P016,6.6,1.1,0.7,0.0,8.4
C027,2024-07-29,2024-08-02,P011,7.4,1.6,1.9,0.0,10.9
C028,2024-07-29,2024-08-02,P018,18.8,1.5,1.1,0.0,21.4
C028,2024-07-29,2024-08-02,P004,11.7,2.2,3.0,0.0,16.9
C029,2024-07-29,2024-08-02,P011,11.8,2.6,2.3,16.0,32.7
C029,2024-07-29,2024-08-02,P018,6.6,1.5,2.4,0.0,10.5
C030,2024-07-29,2024-08-02,P009,12.2,2.6,2.7,16.0,33.5
C031,2024-07-29,2024-08-02,P011,35.0,1.9,1.5,0.0,38.4
C032,2024-07-29,2024-08-02,P016,21.1,4.4,1.7,0.0,27.2
C033,2024-07-29,2024-08-02,P004,8.6,5.9,2.6,0.0,17.1
C034,2024-07-29,2024-08-02,P016,15.0,2.9,1.4,0.0,19.3
C034,2024-07-29,2024-08-02,P018,18.1,1.1,2.2,0.0,21.4
C035,2024-07-29,2024-08-02,P004,18.6,1.3,2.1,0.0,22.0
C035,2024-07-29,2024-08-02,P016,16.3,1.1,2.7,0.0,20.1
C001,2024-08-05,2024-08-09,P009,15.1,3.6,2.2,0.0,20.9
C001,2024-08-05,2024-08-09,P011,7.7,4.1,1.6,0.0,13.4
C002,2024-08-05,2024-08-09,P009,31.3,5.2,1.9,0.0,38.4
C003,2024-08-05,2024-08-09,P009,27.5,3.5,1.7,0.0,32.7
C004,2024-08-05,2024-08-09,P011,26.8,5.9,0.6,0.0,33.3
C005,2024-08-05,2024-08-09,P018,30.9,5.1,0.7,0.0,36.7
C006,2024-08-05,2024-08-09,,0.0,0.0,0.0,40.0,40.0
C007,2024-08-05,2024-08-09,P018,32.6,4.7,0.5,0.0,37.8
C008,2024-08-05,2024-08-09,P011,17.7,4.3,1.6,0.0,23.6
C008,2024-08-05,2024-08-09,P018,13.4,2.7,2.6,0.0,18.7
C009,2024-08-05,2024-08-09,P011,20.5,4.0,2.3,0.0,26.8
C009,2024-08-05,2024-08-09,P018,12.1,2.8,1.6,0.0,16.5
C010,2024-08-05,2024-08-09,P011,7.9,4.5,0.6,24.0,37.0
C010,2024-08-05,2024-08-09,P018,6.3,1.8,0.9,0.0,9.0
C011,2024-08-05,2024-08-09,P004,20.6,1.9,2.8,0.0,25.3
C011,2024-08-05,2024-08-09,P009,14.8,3.0,1.6,0.0,19.4
C012,2024-08-05,2024-08-09,P004,32.0,4.9,1.6,0.0,38.5
C013,2024-08-05,2024-08-09,P009,9.9,4.7,1.9,0.0,16.5
C013,2024-08-05,2024-08-09,P018,14.7,3.2,2.0,0.0,19.9
C014,2024-08-05,2024-08-09,P009,35.4,4.7,0.8,0.0,40.9
C015,2024-08-05,2024-08-09,P011,27.6,3.5,1.5,0.0,32.6
C016,2024-08-05,2024-08-09,P011,35.6,5.9,1.6,0.0,43.1
C017,2024-08-05,2024-08-09,P011,29.7,5.2,1.9,0.0,36.8
C018,2024-08-05,2024-08-09,P009,28.2,4.1,1.2,0.0,33.5
C019,2024-08-05,2024-08-09,P009,36.8,3.5,2.2,0.0,42.5
C020,2024-08-05,2024-08-09,P018,25.9,4.4,2.7,0.0,33.0
C021,2024-08-05,2024-08-09,P018,9.9,1.1,0.9,0.0,11.9
C021,2024-08-05,2024-08-09,P004,7.9,4.4,1.0,0.0,13.3
C022,2024-08-05,2024-08-09,P004,32.0,4.5,1.2,0.0,37.7
C023,2024-08-05,2024-08-09,P018,24.4,1.5,2.7,0.0,28.6
C024,2024-08-05,2024-08-09,P009,15.5,3.6,2.5,0.0,21.6
C025,2024-08-05,2024-08-09,P004,18.8,5.6,1.5,0.0,25.9
C026,2024-08-05,2024-08-09,P004,40.0,4.7,1.0,0.0,45.7
C027,2024-08-05,2024-08-09,P018,8.8,4.5,2.1,0.0,15.4
C027,2024-08-05,2024-08-09,P004,4.3,4.8,1.9,0.0,11.0
C028,2024-08-05,2024-08-09,P009,23.7,5.9,0.7,0.0,30.3
C029,2024-08-05,2024-08-09,P004,11.5,2.4,1.2,0.0,15.1
C029,2024-08-05,2024-08-09,P009,16.3,1.8,2.6,0.0,20.7
C030,2024-08-05,2024-08-09,P011,20.5,4.0,2.4,0.0,26.9
C031,2024-08-05,2024-08-09,P011,20.5,3.8,0.7,0.0,25.0
C031,2024-08-05,2024-08-09,P009,11.7,4.5,1.8,0.0,18.0
C032,2024-08-05,2024-08-09,P018,26.7,1.5,1.1,0.0,29.3
C033,2024-08-05,2024-08-09,P011,14.7,2.5,2.9,0.0,20.1
C034,2024-08-05,2024-08-09,P004,15.6,3.2,2.8,0.0,21.6
C034,2024-08-05,2024-08-09,P018,10.3,4.1,2.1,0.0,16.5
C035,2024-08-05,2024-08-09,P011,26.1,2.9,2.5,0.0,31.5
C001,2024-08-12,2024-08-16,P011,34.3,3.6,1.8,0.0,39.7
C002,2024-08-12,2024-08-16,P009,34.0,2.6,0.7,0.0,37.3
C003,2024-08-12,2024-08-16,P004,40.0,2.1,2.1,0.0,44.2
C004,2024-08-12,2024-08-16,P004,35.3,2.0,2.6,0.0,39.9
C005,2024-08-12,2024-08-16,P004,21.6,1.1,2.3,0.0,25.0
C005,2024-08-12,2024-08-16,P011,14.0,1.2,0.7,0.0,15.9
C006,2024-08-12,2024-08-16,P004,26.3,3.9,1.1,0.0,31.3
C007,2024-08-12,2024-08-16,P004,30.6,2.9,0.8,0.0,34.3
C008,2024-08-12,2024-08-16,P004,18.8,2.8,1.8,8.0,31.4
C008,2024-08-12,2024-08-16,P011,10.0,2.4,2.2,0.0,14.6
C009,2024-08-12,2024-08-16,P004,29.4,3.4,1.8,0.0,34.6
C010,2024-08-12,2024-08-16,P011,28.8,5.8,0.9,0.0,35.5
C011,2024-08-12,2024-08-16,P011,15.9,3.8,0.8,0.0,20.5
C011,2024-08-12,2024-08-16,P004,12.2,1.0,2.0,0.0,15.2
C012,2024-08-12,2024-08-16,P011,14.2,5.5,1.4,0.0,21.1
C012,2024-08-12,2024-08-16,P004,8.6,3.1,2.1,0.0,13.8
C013,2024-08-12,2024-08-16,P009,12.9,5.0,2.6,0.0,20.5
C013,2024-08-12,2024-08-16,P004,15.5,5.3,2.8,0.0,23.6
C014,2024-08-12,2024-08-16,P004,29.0,2.5,0.7,0.0,32.2
C015,2024-08-12,2024-08-16,P009,36.0,4.4,1.1,0.0,41.5
C016,2024-08-12,2024-08-16,P009,30.5,2.6,1.6,0.0,34.7
C017,2024-08-12,2024-08-16,P011,28.3,5.0,2.9,0.0,36.2
C018,2024-08-12,2024-08-16,P009,28.5,4.6,2.1,0.0,35.2
C019,2024-08-12,2024-08-16,P018,30.2,3.3,1.4,0.0,34.9
C020,2024-08-12,2024-08-16,P009,30.5,4.2,0.7,0.0,35.4
C021,2024-08-12,2024-08-16,P004,14.6,4.6,2.7,0.0,21.9
C022,2024-08-12,2024-08-16,P018,39.3,4.8,1.0,0.0,45.1
C023,2024-08-12,2024-08-16,P009,29.8,2.8,1.1,0.0,33.7
C024,2024-08-12,2024-08-16,P011,9.0,3.6,1.5,0.0,14.1
C024,2024-08-12,2024-08-16,P004,7.7,3.5,2.2,0.0,13.4
C025,2024-08-12,2024-08-16,P009,31.0,3.2,0.9,0.0,35.1
C026,2024-08-12,2024-08-16,P009,24.9,4.7,1.7,0.0,31.3
C027,2024-08-12,2024-08-16,P011,14.2,2.2,2.2,0.0,18.6
C028,2024-08-12,2024-08-16,P018,21.2,5.4,0.6,0.0,27.2
C028,2024-08-12,2024-08-16,P009,10.2,4.2,0.8,0.0,15.2
C029,2024-08-12,2024-08-16,P009,22.4,2.8,2.1,0.0,27.3
C029,2024-08-12,2024-08-16,P018,15.2,5.2,1.8,0.0,22.2
C030,2024-08-12,2024-08-16,P018,9.6,2.7,2.5,0.0,14.8
C030,2024-08-12,2024-08-16,P009,5.3,5.4,0.5,0.0,11.2
C031,2024-08-12,2024-08-16,P011,35.2,2.1,1.0,0.0,38.3
C032,2024-08-12,2024-08-16,P004,9.0,5.1,2.3,0.0,16.4
C032,2024-08-12,2024-08-16,P011,10.1,3.4,1.7,0.0,15.2
C033,2024-08-12,2024-08-16,P004,16.6,1.6,2.0,0.0,20.2
C034,2024-08-12,2024-08-16,P009,31.5,1.3,1.1,0.0,33.9
C035,2024-08-12,2024-08-16,P004,33.5,5.4,2.3,0.0,41.2
C001,2024-08-19,2024-08-23,P009,23.3,3.4,1.7,0.0,28.4
C001,2024-08-19,2024-08-23,P018,16.7,2.1,1.5,0.0,20.3
C002,2024-08-19,2024-08-23,P011,35.3,1.8,2.2,0.0,39.3
C003,2024-08-19,2024-08-23,P004,36.1,2.1,1.5,0.0,39.7
C004,2024-08-19,2024-08-23,P018,31.3,5.1,2.0,0.0,38.4
C005,2024-08-19,2024-08-23,P004,17.9,1.6,1.7,0.0,21.2
C005,2024-08-19,2024-08-23,P011,14.6,1.7,2.0,0.0,18.3
C006,2024-08-19,2024-08-23,P018,34.8,2.9,0.6,0.0,38.3
C007,2024-08-19,2024-08-23,P018,23.3,4.9,1.5,0.0,29.7
C008,2024-08-19,2024-08-23,P004,26.4,3.1,1.1,0.0,30.6
C009,2024-08-19,2024-08-23,P004,16.5,3.7,1.1,0.0,21.3
